word 	 #docs it exists in 	 doc names
1038	1	bible-kjv.txt, 
1039	1	bible-kjv.txt, 
104	2	melville-moby_dick.txt, bible-kjv.txt, 
1040	1	bible-kjv.txt, 
1041	1	bible-kjv.txt, 
10410	1	bible-kjv.txt, 
10411	1	bible-kjv.txt, 
10412	1	bible-kjv.txt, 
10413	1	bible-kjv.txt, 
10414	1	bible-kjv.txt, 
10415	1	bible-kjv.txt, 
10416	1	bible-kjv.txt, 
10417	1	bible-kjv.txt, 
10418	1	bible-kjv.txt, 
10419	1	bible-kjv.txt, 
1042	1	bible-kjv.txt, 
10420	1	bible-kjv.txt, 
10421	1	bible-kjv.txt, 
10422	1	bible-kjv.txt, 
10423	1	bible-kjv.txt, 
10424	1	bible-kjv.txt, 
10425	1	bible-kjv.txt, 
10426	1	bible-kjv.txt, 
10427	1	bible-kjv.txt, 
10428	1	bible-kjv.txt, 
10429	1	bible-kjv.txt, 
1043	1	bible-kjv.txt, 
10430	1	bible-kjv.txt, 
10431	1	bible-kjv.txt, 
10432	1	bible-kjv.txt, 
10433	1	bible-kjv.txt, 
10434	1	bible-kjv.txt, 
10435	1	bible-kjv.txt, 
1044	1	bible-kjv.txt, 
10440	1	melville-moby_dick.txt, 
1045	1	bible-kjv.txt, 
1046	1	bible-kjv.txt, 
1047	1	bible-kjv.txt, 
1048	1	bible-kjv.txt, 
1049	1	bible-kjv.txt, 
105	2	melville-moby_dick.txt, bible-kjv.txt, 
1050	1	bible-kjv.txt, 
1051	1	bible-kjv.txt, 
10510	1	bible-kjv.txt, 
10511	1	bible-kjv.txt, 
10512	1	bible-kjv.txt, 
10513	1	bible-kjv.txt, 
10514	1	bible-kjv.txt, 
10515	1	bible-kjv.txt, 
10516	1	bible-kjv.txt, 
10517	1	bible-kjv.txt, 
10518	1	bible-kjv.txt, 
10519	1	bible-kjv.txt, 
1052	1	bible-kjv.txt, 
10520	1	bible-kjv.txt, 
10521	1	bible-kjv.txt, 
10522	1	bible-kjv.txt, 
10523	1	bible-kjv.txt, 
10524	1	bible-kjv.txt, 
10525	1	bible-kjv.txt, 
10526	1	bible-kjv.txt, 
10527	1	bible-kjv.txt, 
10528	1	bible-kjv.txt, 
10529	1	bible-kjv.txt, 
1053	1	bible-kjv.txt, 
10530	1	bible-kjv.txt, 
10531	1	bible-kjv.txt, 
10532	1	bible-kjv.txt, 
10533	1	bible-kjv.txt, 
10534	1	bible-kjv.txt, 
10535	1	bible-kjv.txt, 
10536	1	bible-kjv.txt, 
10537	1	bible-kjv.txt, 
10538	1	bible-kjv.txt, 
10539	1	bible-kjv.txt, 
1054	1	bible-kjv.txt, 
10540	1	bible-kjv.txt, 
10541	1	bible-kjv.txt, 
10542	1	bible-kjv.txt, 
10543	1	bible-kjv.txt, 
10544	1	bible-kjv.txt, 
10545	1	bible-kjv.txt, 
1055	1	bible-kjv.txt, 
1056	1	bible-kjv.txt, 
1057	1	bible-kjv.txt, 
1058	1	bible-kjv.txt, 
1059	1	bible-kjv.txt, 
106	2	melville-moby_dick.txt, bible-kjv.txt, 
1061	1	bible-kjv.txt, 
10610	1	bible-kjv.txt, 
10611	1	bible-kjv.txt, 
10612	1	bible-kjv.txt, 
10613	1	bible-kjv.txt, 
10614	1	bible-kjv.txt, 
10615	1	bible-kjv.txt, 
10616	1	bible-kjv.txt, 
10617	1	bible-kjv.txt, 
10618	1	bible-kjv.txt, 
10619	1	bible-kjv.txt, 
1062	1	bible-kjv.txt, 
10620	1	bible-kjv.txt, 
10621	1	bible-kjv.txt, 
10622	1	bible-kjv.txt, 
10623	1	bible-kjv.txt, 
10624	1	bible-kjv.txt, 
10625	1	bible-kjv.txt, 
10626	1	bible-kjv.txt, 
10627	1	bible-kjv.txt, 
10628	1	bible-kjv.txt, 
10629	1	bible-kjv.txt, 
1063	1	bible-kjv.txt, 
10630	1	bible-kjv.txt, 
10631	1	bible-kjv.txt, 
10632	1	bible-kjv.txt, 
10633	1	bible-kjv.txt, 
10634	1	bible-kjv.txt, 
10635	1	bible-kjv.txt, 
10636	1	bible-kjv.txt, 
10637	1	bible-kjv.txt, 
10638	1	bible-kjv.txt, 
10639	1	bible-kjv.txt, 
1064	1	bible-kjv.txt, 
10640	1	bible-kjv.txt, 
10641	1	bible-kjv.txt, 
10642	1	bible-kjv.txt, 
10643	1	bible-kjv.txt, 
10644	1	bible-kjv.txt, 
10645	1	bible-kjv.txt, 
10646	1	bible-kjv.txt, 
10647	1	bible-kjv.txt, 
10648	1	bible-kjv.txt, 
1065	1	bible-kjv.txt, 
1066	1	bible-kjv.txt, 
1067	1	bible-kjv.txt, 
1068	1	bible-kjv.txt, 
1069	1	bible-kjv.txt, 
107	2	melville-moby_dick.txt, bible-kjv.txt, 
1071	1	bible-kjv.txt, 
10710	1	bible-kjv.txt, 
10711	1	bible-kjv.txt, 
10712	1	bible-kjv.txt, 
10713	1	bible-kjv.txt, 
10714	1	bible-kjv.txt, 
10715	1	bible-kjv.txt, 
10716	1	bible-kjv.txt, 
10717	1	bible-kjv.txt, 
10718	1	bible-kjv.txt, 
10719	1	bible-kjv.txt, 
1072	1	bible-kjv.txt, 
10720	1	bible-kjv.txt, 
10721	1	bible-kjv.txt, 
10722	1	bible-kjv.txt, 
10723	1	bible-kjv.txt, 
10724	1	bible-kjv.txt, 
10725	1	bible-kjv.txt, 
10726	1	bible-kjv.txt, 
10727	1	bible-kjv.txt, 
10728	1	bible-kjv.txt, 
10729	1	bible-kjv.txt, 
1073	1	bible-kjv.txt, 
10730	1	bible-kjv.txt, 
10731	1	bible-kjv.txt, 
10732	1	bible-kjv.txt, 
10733	1	bible-kjv.txt, 
10734	1	bible-kjv.txt, 
10735	1	bible-kjv.txt, 
10736	1	bible-kjv.txt, 
10737	1	bible-kjv.txt, 
10738	1	bible-kjv.txt, 
10739	1	bible-kjv.txt, 
1074	1	bible-kjv.txt, 
10740	1	bible-kjv.txt, 
10741	1	bible-kjv.txt, 
10742	1	bible-kjv.txt, 
10743	1	bible-kjv.txt, 
1075	1	bible-kjv.txt, 
1076	1	bible-kjv.txt, 
1077	1	bible-kjv.txt, 
1078	1	bible-kjv.txt, 
1079	1	bible-kjv.txt, 
108	2	melville-moby_dick.txt, bible-kjv.txt, 
10800	1	melville-moby_dick.txt, 
1081	1	bible-kjv.txt, 
10810	1	bible-kjv.txt, 
10811	1	bible-kjv.txt, 
10812	1	bible-kjv.txt, 
10813	1	bible-kjv.txt, 
1082	1	bible-kjv.txt, 
1083	1	bible-kjv.txt, 
1084	1	bible-kjv.txt, 
1085	1	bible-kjv.txt, 
1086	1	bible-kjv.txt, 
1087	1	bible-kjv.txt, 
1088	1	bible-kjv.txt, 
1089	1	bible-kjv.txt, 
109	2	melville-moby_dick.txt, bible-kjv.txt, 
1091	1	bible-kjv.txt, 
10910	1	bible-kjv.txt, 
10911	1	bible-kjv.txt, 
10912	1	bible-kjv.txt, 
10913	1	bible-kjv.txt, 
10914	1	bible-kjv.txt, 
10915	1	bible-kjv.txt, 
10916	1	bible-kjv.txt, 
10917	1	bible-kjv.txt, 
10918	1	bible-kjv.txt, 
10919	1	bible-kjv.txt, 
1092	1	bible-kjv.txt, 
10920	1	bible-kjv.txt, 
10921	1	bible-kjv.txt, 
10922	1	bible-kjv.txt, 
10923	1	bible-kjv.txt, 
10924	1	bible-kjv.txt, 
10925	1	bible-kjv.txt, 
10926	1	bible-kjv.txt, 
10927	1	bible-kjv.txt, 
10928	1	bible-kjv.txt, 
10929	1	bible-kjv.txt, 
1093	1	bible-kjv.txt, 
10930	1	bible-kjv.txt, 
10931	1	bible-kjv.txt, 
1094	1	bible-kjv.txt, 
1095	1	bible-kjv.txt, 
1096	1	bible-kjv.txt, 
1097	1	bible-kjv.txt, 
1098	1	bible-kjv.txt, 
1099	1	bible-kjv.txt, 
11	5	melville-moby_dick.txt, bible-kjv.txt, whitman-leaves.txt, austen-persuasion.txt, austen-sense.txt, 
110	2	melville-moby_dick.txt, bible-kjv.txt, 
1101	1	bible-kjv.txt, 
1102	1	bible-kjv.txt, 
1103	1	bible-kjv.txt, 
1104	1	bible-kjv.txt, 
1105	1	bible-kjv.txt, 
1106	1	bible-kjv.txt, 
1107	1	bible-kjv.txt, 
111	2	melville-moby_dick.txt, bible-kjv.txt, 
1110	1	bible-kjv.txt, 
1111	1	bible-kjv.txt, 
11110	1	bible-kjv.txt, 
1112	1	bible-kjv.txt, 
1113	1	bible-kjv.txt, 
1114	1	bible-kjv.txt, 
1115	1	bible-kjv.txt, 
1116	1	bible-kjv.txt, 
1117	1	bible-kjv.txt, 
1118	1	bible-kjv.txt, 
1119	2	bible-kjv.txt, chesterton-ball.txt, 
112	3	melville-moby_dick.txt, bible-kjv.txt, burgess-busterbrown.txt, 
1120	1	bible-kjv.txt, 
1121	1	bible-kjv.txt, 
11210	1	bible-kjv.txt, 
1122	1	bible-kjv.txt, 
1123	1	bible-kjv.txt, 
1124	1	bible-kjv.txt, 
1125	1	bible-kjv.txt, 
1126	1	bible-kjv.txt, 
1127	1	bible-kjv.txt, 
1128	1	bible-kjv.txt, 
1129	1	bible-kjv.txt, 
113	3	melville-moby_dick.txt, bible-kjv.txt, chesterton-ball.txt, 
1130	1	bible-kjv.txt, 
1131	1	bible-kjv.txt, 
1132	1	bible-kjv.txt, 
1133	1	bible-kjv.txt, 
1134	1	bible-kjv.txt, 
1135	1	bible-kjv.txt, 
1136	1	bible-kjv.txt, 
1137	1	bible-kjv.txt, 
1138	1	bible-kjv.txt, 
1139	1	bible-kjv.txt, 
114	2	melville-moby_dick.txt, bible-kjv.txt, 
1140	1	bible-kjv.txt, 
1141	1	bible-kjv.txt, 
1142	1	bible-kjv.txt, 
1143	1	bible-kjv.txt, 
1144	1	bible-kjv.txt, 
1145	1	bible-kjv.txt, 
1146	1	bible-kjv.txt, 
1147	1	bible-kjv.txt, 
1148	1	bible-kjv.txt, 
1149	1	bible-kjv.txt, 
115	2	melville-moby_dick.txt, bible-kjv.txt, 
1150	1	bible-kjv.txt, 
1151	1	bible-kjv.txt, 
11510	1	bible-kjv.txt, 
11511	1	bible-kjv.txt, 
11512	1	bible-kjv.txt, 
11513	1	bible-kjv.txt, 
11514	1	bible-kjv.txt, 
11515	1	bible-kjv.txt, 
11516	1	bible-kjv.txt, 
11517	1	bible-kjv.txt, 
11518	1	bible-kjv.txt, 
1152	1	bible-kjv.txt, 
1153	1	bible-kjv.txt, 
1154	1	bible-kjv.txt, 
1155	1	bible-kjv.txt, 
1156	1	bible-kjv.txt, 
1157	1	bible-kjv.txt, 
1158	1	bible-kjv.txt, 
1159	1	bible-kjv.txt, 
116	2	melville-moby_dick.txt, bible-kjv.txt, 
1161	1	bible-kjv.txt, 
11610	1	bible-kjv.txt, 
11611	1	bible-kjv.txt, 
11612	1	bible-kjv.txt, 
11613	1	bible-kjv.txt, 
11614	1	bible-kjv.txt, 
11615	1	bible-kjv.txt, 
11616	1	bible-kjv.txt, 
11617	1	bible-kjv.txt, 
11618	1	bible-kjv.txt, 
11619	1	bible-kjv.txt, 
1162	1	bible-kjv.txt, 
1163	1	bible-kjv.txt, 
1164	1	bible-kjv.txt, 
1165	1	bible-kjv.txt, 
1166	1	bible-kjv.txt, 
1167	1	bible-kjv.txt, 
1168	1	bible-kjv.txt, 
1169	1	bible-kjv.txt, 
117	2	melville-moby_dick.txt, bible-kjv.txt, 
1171	1	bible-kjv.txt, 
1172	1	bible-kjv.txt, 
118	2	melville-moby_dick.txt, bible-kjv.txt, 
1181	1	bible-kjv.txt, 
11810	1	bible-kjv.txt, 
11811	1	bible-kjv.txt, 
11812	1	bible-kjv.txt, 
11813	1	bible-kjv.txt, 
11814	1	bible-kjv.txt, 
11815	1	bible-kjv.txt, 
11816	1	bible-kjv.txt, 
11817	1	bible-kjv.txt, 
11818	1	bible-kjv.txt, 
11819	1	bible-kjv.txt, 
1182	1	bible-kjv.txt, 
11820	1	bible-kjv.txt, 
11821	1	bible-kjv.txt, 
11822	1	bible-kjv.txt, 
11823	1	bible-kjv.txt, 
11824	1	bible-kjv.txt, 
11825	1	bible-kjv.txt, 
11826	1	bible-kjv.txt, 
11827	1	bible-kjv.txt, 
11828	1	bible-kjv.txt, 
11829	1	bible-kjv.txt, 
1183	1	bible-kjv.txt, 
1184	1	bible-kjv.txt, 
1185	1	bible-kjv.txt, 
1186	1	bible-kjv.txt, 
1187	1	bible-kjv.txt, 
1188	1	bible-kjv.txt, 
1189	1	bible-kjv.txt, 
119	2	melville-moby_dick.txt, bible-kjv.txt, 
1191	1	bible-kjv.txt, 
11910	1	bible-kjv.txt, 
119100	1	bible-kjv.txt, 
119101	1	bible-kjv.txt, 
119102	1	bible-kjv.txt, 
119103	1	bible-kjv.txt, 
119104	1	bible-kjv.txt, 
119105	1	bible-kjv.txt, 
119106	1	bible-kjv.txt, 
119107	1	bible-kjv.txt, 
119108	1	bible-kjv.txt, 
119109	1	bible-kjv.txt, 
11911	1	bible-kjv.txt, 
119110	1	bible-kjv.txt, 
119111	1	bible-kjv.txt, 
119112	1	bible-kjv.txt, 
119113	1	bible-kjv.txt, 
119114	1	bible-kjv.txt, 
119115	1	bible-kjv.txt, 
119116	1	bible-kjv.txt, 
119117	1	bible-kjv.txt, 
119118	1	bible-kjv.txt, 
119119	1	bible-kjv.txt, 
11912	1	bible-kjv.txt, 
119120	1	bible-kjv.txt, 
119121	1	bible-kjv.txt, 
119122	1	bible-kjv.txt, 
119123	1	bible-kjv.txt, 
119124	1	bible-kjv.txt, 
119125	1	bible-kjv.txt, 
119126	1	bible-kjv.txt, 
119127	1	bible-kjv.txt, 
119128	1	bible-kjv.txt, 
119129	1	bible-kjv.txt, 
11913	1	bible-kjv.txt, 
119130	1	bible-kjv.txt, 
119131	1	bible-kjv.txt, 
119132	1	bible-kjv.txt, 
119133	1	bible-kjv.txt, 
119134	1	bible-kjv.txt, 
119135	1	bible-kjv.txt, 
119136	1	bible-kjv.txt, 
119137	1	bible-kjv.txt, 
119138	1	bible-kjv.txt, 
119139	1	bible-kjv.txt, 
11914	1	bible-kjv.txt, 
119140	1	bible-kjv.txt, 
119141	1	bible-kjv.txt, 
119142	1	bible-kjv.txt, 
119143	1	bible-kjv.txt, 
119144	1	bible-kjv.txt, 
119145	1	bible-kjv.txt, 
119146	1	bible-kjv.txt, 
119147	1	bible-kjv.txt, 
119148	1	bible-kjv.txt, 
119149	1	bible-kjv.txt, 
11915	1	bible-kjv.txt, 
119150	1	bible-kjv.txt, 
119151	1	bible-kjv.txt, 
119152	1	bible-kjv.txt, 
119153	1	bible-kjv.txt, 
119154	1	bible-kjv.txt, 
119155	1	bible-kjv.txt, 
119156	1	bible-kjv.txt, 
119157	1	bible-kjv.txt, 
119158	1	bible-kjv.txt, 
119159	1	bible-kjv.txt, 
11916	1	bible-kjv.txt, 
119160	1	bible-kjv.txt, 
119161	1	bible-kjv.txt, 
119162	1	bible-kjv.txt, 
119163	1	bible-kjv.txt, 
119164	1	bible-kjv.txt, 
119165	1	bible-kjv.txt, 
119166	1	bible-kjv.txt, 
119167	1	bible-kjv.txt, 
119168	1	bible-kjv.txt, 
119169	1	bible-kjv.txt, 
11917	1	bible-kjv.txt, 
119170	1	bible-kjv.txt, 
119171	1	bible-kjv.txt, 
119172	1	bible-kjv.txt, 
119173	1	bible-kjv.txt, 
119174	1	bible-kjv.txt, 
119175	1	bible-kjv.txt, 
119176	1	bible-kjv.txt, 
11918	1	bible-kjv.txt, 
11919	1	bible-kjv.txt, 
1192	1	bible-kjv.txt, 
11920	1	bible-kjv.txt, 
11921	1	bible-kjv.txt, 
11922	1	bible-kjv.txt, 
11923	1	bible-kjv.txt, 
11924	1	bible-kjv.txt, 
11925	1	bible-kjv.txt, 
11926	1	bible-kjv.txt, 
11927	1	bible-kjv.txt, 
11928	1	bible-kjv.txt, 
11929	1	bible-kjv.txt, 
1193	1	bible-kjv.txt, 
11930	1	bible-kjv.txt, 
11931	1	bible-kjv.txt, 
11932	1	bible-kjv.txt, 
11933	1	bible-kjv.txt, 
11934	1	bible-kjv.txt, 
11935	1	bible-kjv.txt, 
11936	1	bible-kjv.txt, 
11937	1	bible-kjv.txt, 
11938	1	bible-kjv.txt, 
11939	1	bible-kjv.txt, 
1194	1	bible-kjv.txt, 
11940	1	bible-kjv.txt, 
11941	1	bible-kjv.txt, 
11942	1	bible-kjv.txt, 
11943	1	bible-kjv.txt, 
11944	1	bible-kjv.txt, 
11945	1	bible-kjv.txt, 
11946	1	bible-kjv.txt, 
11947	1	bible-kjv.txt, 
11948	1	bible-kjv.txt, 
11949	1	bible-kjv.txt, 
1195	1	bible-kjv.txt, 
11950	1	bible-kjv.txt, 
11951	1	bible-kjv.txt, 
11952	1	bible-kjv.txt, 
11953	1	bible-kjv.txt, 
11954	1	bible-kjv.txt, 
11955	1	bible-kjv.txt, 
11956	1	bible-kjv.txt, 
11957	1	bible-kjv.txt, 
11958	1	bible-kjv.txt, 
11959	1	bible-kjv.txt, 
1196	1	bible-kjv.txt, 
11960	1	bible-kjv.txt, 
11961	1	bible-kjv.txt, 
11962	1	bible-kjv.txt, 
11963	1	bible-kjv.txt, 
11964	1	bible-kjv.txt, 
11965	1	bible-kjv.txt, 
11966	1	bible-kjv.txt, 
11967	1	bible-kjv.txt, 
11968	1	bible-kjv.txt, 
11969	1	bible-kjv.txt, 
1197	1	bible-kjv.txt, 
11970	1	bible-kjv.txt, 
11971	1	bible-kjv.txt, 
11972	1	bible-kjv.txt, 
11973	1	bible-kjv.txt, 
11974	1	bible-kjv.txt, 
11975	1	bible-kjv.txt, 
11976	1	bible-kjv.txt, 
11977	1	bible-kjv.txt, 
11978	1	bible-kjv.txt, 
11979	1	bible-kjv.txt, 
1198	1	bible-kjv.txt, 
11980	1	bible-kjv.txt, 
11981	1	bible-kjv.txt, 
11982	1	bible-kjv.txt, 
11983	1	bible-kjv.txt, 
11984	1	bible-kjv.txt, 
11985	1	bible-kjv.txt, 
11986	1	bible-kjv.txt, 
11987	1	bible-kjv.txt, 
11988	1	bible-kjv.txt, 
11989	1	bible-kjv.txt, 
1199	1	bible-kjv.txt, 
11990	1	bible-kjv.txt, 
11991	1	bible-kjv.txt, 
11992	1	bible-kjv.txt, 
11993	1	bible-kjv.txt, 
11994	1	bible-kjv.txt, 
11995	1	bible-kjv.txt, 
11996	1	bible-kjv.txt, 
11997	1	bible-kjv.txt, 
11998	1	bible-kjv.txt, 
11999	1	bible-kjv.txt, 
12	6	melville-moby_dick.txt, bible-kjv.txt, whitman-leaves.txt, austen-persuasion.txt, chesterton-ball.txt, austen-sense.txt, 
120	2	melville-moby_dick.txt, bible-kjv.txt, 
1201	1	bible-kjv.txt, 
1202	1	bible-kjv.txt, 
1203	1	bible-kjv.txt, 
1204	1	bible-kjv.txt, 
1205	1	bible-kjv.txt, 
1206	1	bible-kjv.txt, 
1207	1	bible-kjv.txt, 
121	2	melville-moby_dick.txt, bible-kjv.txt, 
1210	1	bible-kjv.txt, 
1211	1	bible-kjv.txt, 
1212	1	bible-kjv.txt, 
1213	1	bible-kjv.txt, 
1214	1	bible-kjv.txt, 
1215	1	bible-kjv.txt, 
1216	1	bible-kjv.txt, 
1217	1	bible-kjv.txt, 
1218	1	bible-kjv.txt, 
1219	1	bible-kjv.txt, 
122	2	melville-moby_dick.txt, bible-kjv.txt, 
1220	1	bible-kjv.txt, 
1221	1	bible-kjv.txt, 
1222	1	bible-kjv.txt, 
1223	1	bible-kjv.txt, 
1224	1	bible-kjv.txt, 
1225	1	bible-kjv.txt, 
1226	1	bible-kjv.txt, 
1227	1	bible-kjv.txt, 
1228	1	bible-kjv.txt, 
1229	1	bible-kjv.txt, 
123	2	melville-moby_dick.txt, bible-kjv.txt, 
1230	1	bible-kjv.txt, 
1231	1	bible-kjv.txt, 
1232	1	bible-kjv.txt, 
1233	1	bible-kjv.txt, 
1234	1	bible-kjv.txt, 
1235	1	bible-kjv.txt, 
1236	1	bible-kjv.txt, 
1237	1	bible-kjv.txt, 
1238	1	bible-kjv.txt, 
1239	1	bible-kjv.txt, 
124	2	melville-moby_dick.txt, bible-kjv.txt, 
1240	2	bible-kjv.txt, chesterton-ball.txt, 
1241	1	bible-kjv.txt, 
1242	1	bible-kjv.txt, 
1243	1	bible-kjv.txt, 
1244	1	bible-kjv.txt, 
1245	1	bible-kjv.txt, 
1246	1	bible-kjv.txt, 
1247	1	bible-kjv.txt, 
1248	1	bible-kjv.txt, 
1249	1	bible-kjv.txt, 
125	2	melville-moby_dick.txt, bible-kjv.txt, 
1250	1	bible-kjv.txt, 
1251	1	bible-kjv.txt, 
1252	1	bible-kjv.txt, 
1253	1	bible-kjv.txt, 
1254	1	bible-kjv.txt, 
1255	1	bible-kjv.txt, 
1256	1	bible-kjv.txt, 
1257	1	bible-kjv.txt, 
1258	1	bible-kjv.txt, 
1259	1	bible-kjv.txt, 
126	2	melville-moby_dick.txt, bible-kjv.txt, 
1261	1	bible-kjv.txt, 
1262	1	bible-kjv.txt, 
1263	1	bible-kjv.txt, 
1264	1	bible-kjv.txt, 
1265	1	bible-kjv.txt, 
1266	1	bible-kjv.txt, 
127	2	melville-moby_dick.txt, bible-kjv.txt, 
1271	1	bible-kjv.txt, 
1272	1	bible-kjv.txt, 
1273	1	bible-kjv.txt, 
1274	1	bible-kjv.txt, 
1275	1	bible-kjv.txt, 
128	2	melville-moby_dick.txt, bible-kjv.txt, 
1281	1	bible-kjv.txt, 
1282	1	bible-kjv.txt, 
1283	1	bible-kjv.txt, 
1284	1	bible-kjv.txt, 
1285	1	bible-kjv.txt, 
1286	1	bible-kjv.txt, 
129	2	melville-moby_dick.txt, bible-kjv.txt, 
1291	1	bible-kjv.txt, 
1292	1	bible-kjv.txt, 
1293	1	bible-kjv.txt, 
1294	1	bible-kjv.txt, 
1295	1	bible-kjv.txt, 
1296	1	bible-kjv.txt, 
1297	1	bible-kjv.txt, 
1298	1	bible-kjv.txt, 
13	5	melville-moby_dick.txt, bible-kjv.txt, whitman-leaves.txt, austen-persuasion.txt, austen-sense.txt, 
130	2	melville-moby_dick.txt, bible-kjv.txt, 
13000	1	melville-moby_dick.txt, 
1301	1	bible-kjv.txt, 
1302	1	bible-kjv.txt, 
1303	1	bible-kjv.txt, 
1304	1	bible-kjv.txt, 
1305	1	bible-kjv.txt, 
1306	1	bible-kjv.txt, 
1307	1	bible-kjv.txt, 
1308	1	bible-kjv.txt, 
131	2	melville-moby_dick.txt, bible-kjv.txt, 
1310	1	bible-kjv.txt, 
1311	1	bible-kjv.txt, 
1312	1	bible-kjv.txt, 
1313	1	bible-kjv.txt, 
1314	1	bible-kjv.txt, 
1315	1	bible-kjv.txt, 
1316	1	bible-kjv.txt, 
1317	1	bible-kjv.txt, 
1318	1	bible-kjv.txt, 
1319	1	bible-kjv.txt, 
132	2	melville-moby_dick.txt, bible-kjv.txt, 
1320	1	bible-kjv.txt, 
1321	1	bible-kjv.txt, 
13210	1	bible-kjv.txt, 
13211	1	bible-kjv.txt, 
13212	1	bible-kjv.txt, 
13213	1	bible-kjv.txt, 
13214	1	bible-kjv.txt, 
13215	1	bible-kjv.txt, 
13216	1	bible-kjv.txt, 
13217	1	bible-kjv.txt, 
13218	1	bible-kjv.txt, 
1322	1	bible-kjv.txt, 
1323	1	bible-kjv.txt, 
1324	1	bible-kjv.txt, 
1325	1	bible-kjv.txt, 
1326	1	bible-kjv.txt, 
1327	1	bible-kjv.txt, 
1328	1	bible-kjv.txt, 
1329	1	bible-kjv.txt, 
133	2	melville-moby_dick.txt, bible-kjv.txt, 
1330	1	bible-kjv.txt, 
1331	1	bible-kjv.txt, 
1332	1	bible-kjv.txt, 
1333	1	bible-kjv.txt, 
1334	1	bible-kjv.txt, 
1335	1	bible-kjv.txt, 
1336	1	bible-kjv.txt, 
1337	1	bible-kjv.txt, 
1338	1	bible-kjv.txt, 
1339	1	bible-kjv.txt, 
134	2	melville-moby_dick.txt, bible-kjv.txt, 
1340	1	bible-kjv.txt, 
1341	1	bible-kjv.txt, 
1342	1	bible-kjv.txt, 
1343	1	bible-kjv.txt, 
1344	1	bible-kjv.txt, 
1345	1	bible-kjv.txt, 
1346	1	bible-kjv.txt, 
1347	1	bible-kjv.txt, 
1348	1	bible-kjv.txt, 
1349	1	bible-kjv.txt, 
135	2	melville-moby_dick.txt, bible-kjv.txt, 
1350	2	bible-kjv.txt, chesterton-thursday.txt, 
1351	1	bible-kjv.txt, 
13510	1	bible-kjv.txt, 
13511	1	bible-kjv.txt, 
13512	1	bible-kjv.txt, 
13513	1	bible-kjv.txt, 
13514	1	bible-kjv.txt, 
13515	1	bible-kjv.txt, 
13516	1	bible-kjv.txt, 
13517	1	bible-kjv.txt, 
